cntcol LDV running on image 3984x1538, 8 bitplanes:
-------|--------------------
| Line | # unique colors |
|   920|               20|
|   921|               20|
|   922|               20|
|   923|               21|
|   924|               22|
|   925|               20|
|   926|               20|
|   927|               22|
|   928|               22|
|   929|               22|
|   930|               22|
|   931|               23|
|   932|               23|
|   933|               21|
|   934|               22|
|   935|               21|
|   936|               22|
|   937|               21|
|   938|               21|
|   939|               22|
|   940|               21|
|   941|               21|
|   942|               22|
|   943|               22|
|   944|               23|
|   945|               22|
|   946|               23|
|   947|               24|
|   948|               23|
|   949|               21|
|   950|               23|
|   951|               22|
|   952|               23|
|   953|               22|
|   954|               24|
|   955|               23|
|   956|               23|
|   957|               22|
|   958|               26|
|   959|               27|
|   960|               28|
|   961|               26|
|   962|               25|
|   963|               23|
|   964|               25|
|   965|               24|
|   966|               24|
|   967|               23|
|   968|               24|
|   969|               22|
|   970|               23|
|   971|               23|
|   972|               22|
|   973|               22|
|   974|               21|
|   975|               24|
|   976|               24|
|   977|               21|
|   978|               21|
|   979|               23|
|   980|               24|
|   981|               22|
|   982|               22|
|   983|               22|
|   984|               23|
|   985|               20|
|   986|               24|
|   987|               23|
|   988|               23|
|   989|               24|
|   990|               24|
|   991|               22|
|   992|               23|
|   993|               21|
|   994|               23|
|   995|               24|
|   996|               24|
|   997|               22|
|   998|               22|
|   999|               22|
|  1000|               23|
|  1001|               22|
|  1002|               21|
|  1003|               22|
|  1004|               21|
|  1005|               21|
|  1006|               20|
|  1007|               19|
|  1008|               20|
|  1009|               20|
|  1010|               21|
|  1011|               22|
|  1012|               21|
|  1013|               21|
|  1014|               21|
|  1015|               21|
|  1016|               21|
|  1017|               22|
|  1018|               21|
|  1019|               21|
|  1020|               21|
|  1021|               19|
|  1022|               19|
|  1023|               20|
|  1024|               21|
|  1025|               20|
|  1026|               19|
|  1027|               19|
|  1028|               18|
|  1029|               19|
|  1030|               18|
|  1031|               18|
|  1032|               17|
|  1033|               19|
|  1034|               18|
|  1035|               17|
|  1036|               16|
|  1037|               15|
|  1038|               15|
|  1039|               17|
|  1040|               15|
|  1041|               16|
|  1042|               16|
|  1043|               15|
|  1044|               15|
|  1045|               16|
|  1046|               14|
|  1047|               14|
|  1048|               14|
|  1049|               14|
|  1050|               14|
|  1051|               15|
|  1052|               14|
|  1053|               14|
|  1054|               13|
|  1055|               15|
|  1056|               16|
|  1057|               15|
|  1058|               15|
|  1059|               14|
|  1060|               13|
|  1061|               14|
|  1062|               14|
|  1063|               13|
|  1064|               13|
|  1065|               13|
|  1066|               13|
|  1067|               15|
|  1068|               14|
|  1069|               15|
|  1070|               14|
|  1071|               15|
|  1072|               16|
|  1073|               16|
|  1074|               16|
|  1075|               14|
|  1076|               16|
|  1077|               15|
|  1078|               14|
|  1079|               13|
|  1080|               14|
|  1081|               15|
|  1082|               15|
|  1083|               14|
|  1084|               14|
|  1085|               14|
|  1086|               15|
|  1087|               15|
|  1088|               13|
|  1089|               16|
|  1090|               15|
|  1091|               14|
|  1092|               15|
|  1093|               16|
|  1094|               14|
|  1095|               15|
|  1096|               15|
|  1097|               15|
|  1098|               15|
|  1099|               16|
|  1100|               14|
|  1101|               18|
|  1102|               17|
|  1103|               17|
|  1104|               17|
|  1105|               18|
|  1106|               18|
|  1107|               17|
|  1108|               17|
|  1109|               17|
|  1110|               18|
|  1111|               17|
|  1112|               18|
|  1113|               18|
|  1114|               19|
|  1115|               22|
|  1116|               20|
|  1117|               20|
|  1118|               20|
|  1119|               18|
|  1120|               19|
|  1121|               20|
|  1122|               19|
|  1123|               21|
|  1124|               19|
|  1125|               22|
|  1126|               23|
|  1127|               21|
|  1128|               24|
|  1129|               20|
|  1130|               21|
|  1131|               22|
|  1132|               20|
|  1133|               21|
|  1134|               22|
|  1135|               18|
|  1136|               21|
|  1137|               20|
|  1138|               20|
|  1139|               19|
|  1140|               20|
|  1141|               17|
|  1142|               18|
|  1143|               19|
|  1144|               19|
|  1145|               18|
|  1146|               19|
|  1147|               19|
|  1148|               18|
|  1149|               18|
|  1150|               19|
|  1151|               18|
|  1152|               19|
|  1153|               18|
|  1154|               18|
|  1155|               18|
|  1156|               18|
|  1157|               17|
|  1158|               17|
|  1159|               18|
|  1160|               19|
|  1161|               17|
|  1162|               18|
|  1163|               17|
|  1164|               18|
|  1165|               17|
|  1166|               18|
|  1167|               20|
|  1168|               18|
|  1169|               18|
|  1170|               18|
|  1171|               18|
|  1172|               18|
|  1173|               16|
|  1174|               18|
|  1175|               18|
|  1176|               17|
|  1177|               19|
|  1178|               17|
|  1179|               19|
|  1180|               16|
|  1181|               17|
|  1182|               19|
|  1183|               17|
|  1184|               18|
|  1185|               19|
|  1186|               17|
|  1187|               18|
|  1188|               20|
|  1189|               18|
|  1190|               18|
|  1191|               20|
|  1192|               18|
|  1193|               18|
|  1194|               19|
|  1195|               19|
|  1196|               20|
|  1197|               18|
|  1198|               19|
|  1199|               18|
|  1200|               19|
|  1201|               19|
|  1202|               20|
|  1203|               19|
|  1204|               19|
|  1205|               18|
|  1206|               15|
|  1207|               19|
|  1208|               16|
|  1209|               19|
|  1210|               17|
|  1211|               17|
|  1212|               17|
|  1213|               19|
|  1214|               19|
|  1215|               17|
|  1216|               18|
|  1217|               18|
|  1218|               17|
|  1219|               18|
|  1220|               17|
|  1221|               16|
|  1222|               16|
|  1223|               16|
|  1224|               16|
|  1225|               16|
|  1226|               16|
|  1227|               17|
